trial,n_classes,c_start,c_end,radius_closing,radius_opening,dice,hausdorff,score
310,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
309,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
308,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
307,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
322,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
324,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
305,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
325,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
340,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
339,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
338,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
337,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
336,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
335,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
334,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
333,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
332,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
331,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
330,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
329,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
328,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
327,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
326,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
306,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
304,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
268,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
285,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
283,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
282,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
281,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
280,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
279,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
278,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
277,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
276,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
275,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
274,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
273,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
272,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
271,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
270,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
269,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
284,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
286,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
303,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
287,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
302,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
301,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
300,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
299,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
298,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
297,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
213,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
295,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
294,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
293,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
292,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
291,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
290,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
289,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
288,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
214,4,0,0,5,2,0.7549142772686964,26.0,0.7289142772686964
