trial,n_classes,c_start,c_end,radius_closing,radius_opening,dice,hausdorff,score
38,4,3,3,2,2,0.00013802317685185697,46.9041575982343,-0.046766134421382444
32,4,3,3,2,1,0.0001363038485391635,46.9041575982343,-0.04676785374969513
1,4,3,3,2,1,0.0001363038485391635,46.9041575982343,-0.04676785374969513
24,5,3,3,1,1,4.805735645492896e-05,46.9041575982343,-0.046856100241779365
106,5,3,3,1,1,4.805735645492896e-05,46.9041575982343,-0.046856100241779365
99,5,3,4,1,1,3.804324565950344e-05,46.9041575982343,-0.046866114352574796
103,3,2,2,1,1,0.0,46.9041575982343,-0.0469041575982343
67,4,3,3,1,1,0.0,46.9041575982343,-0.0469041575982343
34,4,2,2,2,1,0.000518151494543217,48.12483766206386,-0.04760668616752064
35,4,2,2,2,1,0.000518151494543217,48.12483766206386,-0.04760668616752064
129,4,2,2,2,2,0.0004512456430865749,48.12483766206386,-0.047673592018977286
58,5,2,2,2,2,0.00034230533636003314,48.12483766206386,-0.04778253232570383
49,4,2,2,1,2,0.00018475244882528236,48.12483766206386,-0.04794008521323857
124,5,2,3,1,1,0.00013567344908288516,48.12483766206386,-0.047989164212980974
7,3,1,1,1,1,4.366716883910832e-05,48.12483766206386,-0.04808117049322475
