trial,window_size,k,polarity,radius_closing,radius_opening,dice,hausdorff,score
380,31,0.31750842482703384,low,1,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
379,21,0.12204143295066422,low,1,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
378,21,0.32850947754747184,low,1,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
352,37,0.4728463299256422,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
350,35,0.0627034563404956,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
302,37,0.09256854456192816,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
325,37,0.06639597561392042,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
323,37,0.06496748927845158,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
322,37,0.06535989982779579,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
321,37,0.16445510894402673,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
320,37,0.06553667032462596,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
319,37,0.06649680821336035,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
318,37,0.06518029320659738,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
317,37,0.09173904366060111,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
316,37,0.15994152288873426,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
315,37,0.06583217661654343,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
314,35,0.06522749869435696,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
313,37,0.09424313100671017,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
312,37,0.09101929341080249,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
311,37,0.09119956010955557,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
310,37,0.06640355619414115,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
309,37,0.1698319234110302,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
308,37,0.09541150983720552,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
307,37,0.09400022913441194,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
306,37,0.0953703910289022,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
305,37,0.06285708822738052,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
304,37,0.09415856666140937,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
303,37,0.09480369029271762,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
324,37,0.09467157016273473,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
326,41,0.0652198853869514,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
349,37,0.47727996111292664,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
327,37,0.09382992134363773,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
348,35,0.06402012437225621,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
347,37,0.0664569113112399,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
346,35,0.09463433208392612,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
345,35,0.06477427789520838,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
344,35,0.06860492560853357,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
343,37,0.0675518050334411,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
342,37,0.06713343281050724,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
