trial,t_low,t_high,radius,dice,hausdorff,score
712,1.9321752090574733,83.58848406837268,1,0.9790678078850503,26.0,0.9530678078850503
717,1.6371178823012715,83.76442091284562,1,0.9790678078850503,26.0,0.9530678078850503
767,1.6581328880940758,79.88674584223621,2,0.9788466214274663,26.0,0.9528466214274662
761,1.6072159287934538,79.84134762822896,2,0.9788466214274663,26.0,0.9528466214274662
762,1.6106502716727003,79.67799391654427,2,0.9788466214274663,26.0,0.9528466214274662
763,1.6093693714864978,79.77429101055974,2,0.9788466214274663,26.0,0.9528466214274662
770,1.5700906979717837,79.66666076767008,2,0.9788466214274663,26.0,0.9528466214274662
713,1.8402523886291853,84.86776974159788,1,0.9781665190434012,26.0,0.9521665190434012
724,1.7067145026622403,84.95219984885581,1,0.9781665190434012,26.0,0.9521665190434012
710,1.5119951084888585,84.72995887251696,1,0.9781665190434012,26.0,0.9521665190434012
730,1.5817755168599796,84.31735476283535,1,0.9781665190434012,26.0,0.9521665190434012
709,1.98011406719456,84.97076883634242,1,0.9781665190434012,26.0,0.9521665190434012
708,1.8636951437199647,84.90639760213045,1,0.9781665190434012,26.0,0.9521665190434012
778,1.6450436306268807,80.29500923596169,2,0.9775345367877477,26.0,0.9515345367877477
779,1.6444331225867477,80.2304799813709,2,0.9775345367877477,26.0,0.9515345367877477
777,1.6304703629799668,80.81621838335784,2,0.9775345367877477,26.0,0.9515345367877477
776,1.6015956353690524,80.05019043143633,2,0.9775345367877477,26.0,0.9515345367877477
741,1.7992805995891146,80.3835087414417,2,0.9775345367877477,26.0,0.9515345367877477
774,1.6603964891632406,80.18878551483417,2,0.9775345367877477,26.0,0.9515345367877477
773,1.6405099283633773,80.7070815219189,2,0.9775345367877477,26.0,0.9515345367877477
769,1.59017250001512,80.16676741727902,2,0.9775345367877477,26.0,0.9515345367877477
766,1.618006384068848,80.33312191690852,2,0.9775345367877477,26.0,0.9515345367877477
765,1.483129456638249,80.28955193506181,2,0.9775345367877477,26.0,0.9515345367877477
764,1.6882501299380412,80.32890633304584,2,0.9775345367877477,26.0,0.9515345367877477
782,1.7169926281924976,80.66954501943482,2,0.9775345367877477,26.0,0.9515345367877477
781,1.5817863031080925,80.77264550050783,2,0.9775345367877477,26.0,0.9515345367877477
791,1.327081674639613,80.4397577720352,2,0.9775345367877477,26.0,0.9515345367877477
787,1.6014353306875444,80.41939799523718,2,0.9775345367877477,26.0,0.9515345367877477
794,1.7724232046304225,80.58536136829218,2,0.9775345367877477,26.0,0.9515345367877477
792,1.6411365707660415,80.67795976719555,2,0.9775345367877477,26.0,0.9515345367877477
790,1.5806579516447115,80.35426889940571,2,0.9775345367877477,26.0,0.9515345367877477
789,1.6532979714057894,80.42740697107142,2,0.9775345367877477,26.0,0.9515345367877477
788,1.7387866278177313,80.96397413738536,2,0.9775345367877477,26.0,0.9515345367877477
759,1.6693618621030335,80.28502582310671,2,0.9775345367877477,26.0,0.9515345367877477
786,1.6027600028295996,80.30461990997776,2,0.9775345367877477,26.0,0.9515345367877477
785,1.6322384221436157,80.61030662076571,2,0.9775345367877477,26.0,0.9515345367877477
753,1.504327186625158,78.89990986358846,2,0.9769470956883761,26.0,0.9509470956883761
685,1.391893669180512,78.14987512891183,2,0.9769470956883761,26.0,0.9509470956883761
690,1.8454841629735208,78.45017890639704,2,0.9769470956883761,26.0,0.9509470956883761
729,1.7000556154458166,85.16520199282478,1,0.9764266619534719,26.0,0.9504266619534719
703,1.9540625416798498,85.71190026801202,1,0.9764266619534719,26.0,0.9504266619534719
744,1.490932939659206,85.29484098265269,1,0.9764266619534719,26.0,0.9504266619534719
743,1.4424319086179949,85.04508322603384,1,0.9764266619534719,26.0,0.9504266619534719
742,1.5014455423375115,85.4942565111264,1,0.9764266619534719,26.0,0.9504266619534719
697,1.5081616161469276,85.7925528041572,1,0.9764266619534719,26.0,0.9504266619534719
711,1.7129186936998129,85.23463603284164,1,0.9764266619534719,26.0,0.9504266619534719
725,1.524563953211892,85.45331341569621,1,0.9764266619534719,26.0,0.9504266619534719
728,1.575779997640356,85.15664113416001,1,0.9764266619534719,26.0,0.9504266619534719
716,1.6467806555348137,85.56724714603061,1,0.9764266619534719,26.0,0.9504266619534719
736,1.495300557334524,85.88362942578605,1,0.9764266619534719,26.0,0.9504266619534719
735,1.5223720089559354,85.5141694737366,1,0.9764266619534719,26.0,0.9504266619534719
731,1.596277351602239,85.66945904169648,1,0.9764266619534719,26.0,0.9504266619534719
714,1.236195680106426,85.10629763314205,1,0.9764266619534719,26.0,0.9504266619534719
722,1.7298599567680144,85.96751812844444,1,0.9764266619534719,26.0,0.9504266619534719
721,1.488582888177417,85.2467623928124,1,0.9764266619534719,26.0,0.9504266619534719
760,1.6284250866128833,77.90640008847245,2,0.9756855089182713,26.0,0.9496855089182713
689,1.6691311205714845,77.0229032604984,2,0.9756855089182713,26.0,0.9496855089182713
758,1.4293105528774515,77.5381105814575,2,0.9756855089182713,26.0,0.9496855089182713
751,1.530497567717339,77.61058967311001,2,0.9756855089182713,26.0,0.9496855089182713
687,1.829639147865386,77.54204144965057,2,0.9756855089182713,26.0,0.9496855089182713
672,1.2400880517867958,77.62942691589735,2,0.9756855089182713,26.0,0.9496855089182713
692,1.535988857192092,77.1094662105949,2,0.9756855089182713,26.0,0.9496855089182713
684,1.5120020296178724,77.63910027550372,2,0.9756855089182713,26.0,0.9496855089182713
691,1.7842492821628944,77.67686324925897,2,0.9756855089182713,26.0,0.9496855089182713
723,1.526655485136446,86.37402311514134,1,0.9754440154440155,26.0,0.9494440154440155
732,1.4915268246068965,86.21875527716301,1,0.9754440154440155,26.0,0.9494440154440155
727,1.472970667751932,86.26927679917158,1,0.9754440154440155,26.0,0.9494440154440155
662,2.7035416985963763,76.4162481790496,1,0.974639886386691,26.0,0.948639886386691
688,1.4836605441398034,76.94158814928892,2,0.9742678103195413,26.0,0.9482678103195413
666,1.6464612816958644,76.81782178785794,2,0.9742678103195413,26.0,0.9482678103195413
694,1.465209631844919,76.35637957103795,2,0.9742678103195413,26.0,0.9482678103195413
701,1.5939239659110223,76.38672749322873,2,0.9742678103195413,26.0,0.9482678103195413
686,1.9521948108661342,76.58578858794644,2,0.9742678103195413,26.0,0.9482678103195413
