trial,num_iter,smoothing,lambda1,lambda2,t_init,radius_closing,dice,hausdorff,score
37,30,2,5,5,87.68040568575002,2,0.47439923697862146,28.460498941515414,0.44593873803710604
98,28,3,2,5,31.98714667155029,3,0.5570008129572884,111.43608033307704,0.44556473262421137
42,22,3,5,4,70.50555507646158,2,0.5559223972581203,111.65124271587845,0.44427115454224186
77,26,3,1,1,63.895577753955266,1,0.4957517304727225,51.62363799656123,0.44412809247616125
140,21,3,1,1,30.52596209984698,2,0.5532959768305735,109.57189420649804,0.4437240826240755
20,8,4,5,5,27.302431276199535,1,0.5497738272229779,106.76141625137801,0.4430124109715998
61,27,1,4,5,96.12277429978177,1,0.46982822215196546,28.460498941515414,0.44136772321045004
151,20,4,1,1,34.27456249157166,2,0.48537779542146353,50.0999001995014,0.43527789522196214
117,25,3,5,4,65.45351732992674,2,0.5456562391049412,110.58933040759402,0.4350669086973472
14,14,3,5,4,39.87784349282221,2,0.469758738220945,42.05948168962618,0.4276992565313188
132,15,4,1,3,67.80714470774237,2,0.4804664338889255,53.04714883949938,0.4274192850494261
59,27,1,1,2,82.2646915216998,1,0.4498516917198733,29.223278392404914,0.4206284133274684
54,23,3,3,3,20.88572355439334,2,0.5292378871610333,108.6416126537157,0.42059627450731757
135,23,3,2,3,48.94923724737723,2,0.5325753704649975,112.57886124845996,0.41999650921653753
39,23,3,3,4,65.4872136058862,2,0.53323565945791,113.81564040148436,0.4194200190564256
25,9,4,3,1,67.85641815707349,2,0.5307672502574665,111.65124271587845,0.41911600754158806
38,20,3,1,1,51.58710387895457,1,0.5230491306171167,110.65712810298305,0.4123920025141336
85,11,3,5,4,81.31683498541646,3,0.46335078534031415,55.036351623268054,0.4083144337170461
28,28,3,4,5,22.492389440347722,3,0.5162376558199774,113.57376457615553,0.40266389124382185
33,29,3,5,3,85.29992546658411,2,0.5161185704092884,113.7233485261492,0.40239522188313925
86,20,3,4,1,30.33415633199884,2,0.44896847552257096,49.58830507286975,0.3993801704497012
131,18,4,1,5,47.92806707370231,1,0.5121171430398364,114.80853626799707,0.39730860677183927
122,7,4,4,5,60.562474616751246,2,0.4494420020290835,53.009433122794285,0.39643256890628925
17,27,3,5,5,43.513390230041715,2,0.5001962323390895,112.57886124845996,0.38761737109062955
5,6,3,1,4,92.81970414300667,3,0.4162137484238445,29.223278392404914,0.3869904700314396
73,15,4,2,3,63.609544291207655,3,0.49985363473735567,113.65737987477979,0.38619625486257586
68,9,4,3,3,84.33707694083007,2,0.4215440674106126,38.06573262134856,0.3834783347892641
52,22,4,5,5,81.6694406292535,1,0.4332979051667981,55.018178813915675,0.37827972635288243
72,27,3,5,2,22.98493524548034,1,0.4921725345135082,115.6460116043783,0.37652652290912986
29,7,3,5,2,80.82073605064826,2,0.4792534577570405,102.80564186852781,0.37644781588851267
15,8,4,5,3,29.23790179121923,3,0.4160072192142163,48.176757881783615,0.3678304613324327
0,19,3,4,1,70.88179976093525,3,0.4780852555329305,112.57886124845996,0.36550639428447057
53,23,4,3,4,61.34183073485364,2,0.4206245260908527,58.0430874437258,0.3625814386471269
67,17,1,1,4,87.19041685966998,3,0.39419542196369506,32.55764119219941,0.36163778077149566
57,26,3,3,2,24.089004293233216,1,0.4709701167888097,111.73629669896886,0.35923382008984084
6,28,4,2,3,59.85505037706018,3,0.4157377049180328,62.0403094769844,0.3536973954410484
43,15,4,1,4,39.46219500800402,1,0.408190133037694,56.01785429664367,0.35217227874105034
62,26,4,2,4,84.99332702989976,2,0.41270060396893876,61.0163912403872,0.35168421272855155
136,6,4,4,1,22.797576874189815,3,0.4653715363119087,113.7233485261492,0.3516481877857595
44,17,3,3,5,86.11485578886311,1,0.37288331636902006,29.223278392404914,0.34366003797661515
156,22,4,4,1,36.476186619125485,2,0.4006180643348785,58.26662852782886,0.34235143580704963
128,19,4,3,3,91.43181394668439,2,0.374884076155147,38.13135192987524,0.3367527242252718
146,23,4,4,1,32.21143515798545,2,0.38839759462327555,54.01851534427802,0.3343790792789975
45,11,4,1,1,33.09593776571817,2,0.38698739006040056,59.04235767650204,0.3279450323838985
47,25,4,1,1,36.25406576550755,2,0.389695517338596,62.0403094769844,0.32765520786161156
66,22,3,1,4,84.21469148105872,2,0.3551881629109576,32.71085446759225,0.32247730844336536
144,20,4,1,1,31.825525175179852,2,0.3787776554565148,59.016946718718,0.31976070873779683
138,18,4,1,1,40.270780861075444,2,0.3806483649003334,62.00806399170998,0.3186403009086234
93,26,4,3,3,23.07236144169493,1,0.38077699472323545,63.071388124885914,0.31770560659834957
90,10,4,2,2,28.277995657091726,2,0.372114562553434,56.04462507680822,0.31606993747662576
109,18,4,4,2,97.86281498925909,3,0.37389506700883945,63.03967004989794,0.3108553969589415
149,20,4,1,1,31.60997927026949,2,0.371700331302768,64.00781202322104,0.30769251927954694
69,29,3,5,5,98.59388140091495,1,0.33898841398111185,31.32091952673165,0.3076674944543802
95,29,3,2,2,97.75455951824247,3,0.3394249971739704,31.78049716414141,0.307644500009829
137,24,4,1,1,35.36518093859068,2,0.36374704576380434,64.03905058634146,0.2997079951774629
124,9,4,2,1,37.563370176716106,1,0.36042961313265565,62.20128616033595,0.2982283269723197
18,13,4,3,1,62.451410358899004,3,0.3563699321887174,61.0163912403872,0.29535354094833016
142,21,4,1,1,29.951790180143554,2,0.3525842453136851,60.08327554319921,0.2925009697704859
92,24,4,3,1,51.779873975524296,3,0.3491787229413684,62.0403094769844,0.287138413464384
103,24,4,5,4,80.38849324595013,3,0.3496983490480835,65.06919393998976,0.2846291551080937
133,29,4,5,4,45.116584747989414,1,0.34353111957902377,64.03905058634146,0.2794920689926823
7,13,3,1,2,95.96519955304389,2,0.29799026624677927,29.427877939124322,0.26856238830765494
78,29,4,5,5,99.37475341872536,3,0.29966190314593466,31.78049716414141,0.2678814059817933
153,22,4,4,1,35.84924250245072,2,0.3292320123406912,62.23343153000644,0.2669985808106848
121,29,4,3,3,44.54634200621621,3,0.3283527429868893,66.10597552415364,0.2622467674627357
58,14,4,4,5,23.175463124852953,3,0.32394934850431273,64.9307323229917,0.25901861618132105
141,22,4,1,1,30.897416412380842,2,0.3226043774140151,65.0384501660364,0.25756592724797867
139,17,4,1,1,40.66394744392117,2,0.32121948525350713,64.42049363362563,0.2567989916198815
148,22,4,1,1,34.25509443791066,2,0.3166912850812408,64.19501538281614,0.25249626969842465
120,23,4,3,1,71.8544451581145,1,0.31797183931409145,67.05967491719595,0.2509121643968955
116,26,4,5,3,52.08780106968386,1,0.3171542553191489,66.60330322138685,0.25055095209776207
145,22,4,1,1,28.52920418465368,2,0.3124258600237248,67.03730304837748,0.2453885569753473
150,21,4,1,1,26.478145252312014,2,0.2935450052418751,58.93216439263028,0.23461284084924483
63,27,4,1,3,90.66335979286337,3,0.25588883606344814,31.38470965295043,0.22450412641049772
159,19,4,4,1,55.01129310173904,2,0.2893370456768756,67.34983296193094,0.22198721271494468
81,19,4,5,5,94.47087007990596,1,0.25456825510569686,33.49626844888845,0.2210719866568084
41,26,4,4,1,45.18552900342307,3,0.2725330077081584,67.06713054842886,0.20546587715972955
102,19,4,1,3,90.72240655587902,3,0.23620032179189945,32.71085446759225,0.2034894673243072
155,22,4,4,1,36.079852494916594,2,0.26966121050628095,66.9552089086428,0.20270600159763813
147,22,4,4,1,33.00568041622087,2,0.26946244757910787,67.80855403265875,0.20165389354644914
99,12,4,5,2,92.67895730937121,2,0.2646946710375848,68.03675477269621,0.1966579162648886
26,12,3,3,2,93.08300820283638,2,0.30011023928409314,106.78483038334612,0.193325408900747
154,22,4,4,1,36.001770407789536,1,0.2594337815576754,67.05967491719595,0.19237410664047944
65,18,4,4,2,55.45601618323484,1,0.2406581040704668,69.03622237637282,0.17162188169409398
152,22,4,4,1,37.021217371676414,2,0.23715507190050525,67.446274915669,0.16970879698483626
143,22,4,4,1,32.338031343066326,2,0.23703933827812512,67.86015030929418,0.16917918796883094
3,12,4,2,1,96.89329681342143,1,0.2369425008126187,69.0,0.1679425008126187
157,27,4,4,1,36.20581212254677,2,0.2346608417521551,68.54195795277518,0.16611888379937992
36,26,4,4,1,38.71790252930397,2,0.20210609974170474,68.1615727518079,0.13394452698989684
