trial,mu,lambda1,lambda2,tol,max_num_iter,dice_slice
374,0.02019602306663796,1.1220905914724386,1.7241610317928024,0.003388768727783641,51,0.22122610415293342
310,0.039645712444403104,0.8636420481545768,1.6340133728215906,0.0010343774315109417,52,0.2201810785986091
336,0.031468033042957436,0.9737316628410384,1.9966355667000082,0.0009926512412826798,52,0.2200655737704918
358,0.03549984326820639,0.9783411412499832,1.8163884597652844,0.0011070514301624896,50,0.21971978525599056
351,0.02646822415173949,0.9763167822316442,1.7910740541849945,0.001966847723009515,53,0.21960476377437507
347,0.03752031463565772,0.8644981166973413,1.8123239358061507,0.0018559441408719992,53,0.21803534303534303
297,0.041318168011052536,0.8592436545392726,1.819904017879228,0.0010437938187909165,52,0.21713250517598343
298,0.03987321695914347,0.8668797192073462,1.7907818467798162,0.0011156953070322678,52,0.21699211172895383
313,0.03404486789905303,0.866415671401211,1.6452618171028552,0.0008184574761103734,53,0.21548735071272634
352,0.030453228210181527,0.9774678904013486,1.9833694850858319,0.001145640083696034,51,0.21318765087028332
399,0.00038308829566000013,1.1127947419295796,1.7237165079397614,0.0006003862239947369,60,0.2095666291994505
327,0.0336513543490391,0.8775071973545551,1.720737673027117,0.0010036366526596796,52,0.20757050964868876
325,0.033899423547326224,0.872666394263281,1.9940482828030455,0.0009701552724367615,53,0.20665024630541873
340,0.03356035459247679,0.8679960957110104,1.7935490988340357,0.00098164247409191,52,0.2038139195918863
339,0.03187357762075769,0.8690527919960294,1.6352202942551357,0.00098414481371455,52,0.20371494476144228
263,0.04384121692086575,1.1636368799411783,1.6169733315027366,0.0009357214024463976,42,0.20317229688824312
295,0.03271334667424109,0.8740955226365418,1.8196152227836462,0.0010331829465968475,52,0.20287752387861202
331,0.03385261969999193,0.8684509391909202,1.6349459910151105,0.0010279444891850877,51,0.2014163965910455
332,0.03199408971657682,0.862975490023946,1.9970563572567266,0.0009696737938712451,53,0.19836860148953778
269,0.036845132491569635,1.1423988916575734,1.8083405437407154,0.0007823170434192739,42,0.19699459967128433
195,0.05434122501496949,1.2229156069400722,1.5627749584518973,0.000634400263123319,40,0.19678667761229038
337,0.029739822196410658,0.8614516827445606,1.6372720388729936,0.0018517524314525969,52,0.19669440862735904
335,0.030546631650666192,0.8711328208917805,1.8246380673398925,0.0009927855073129433,52,0.19662526365127725
287,0.04710999157750269,1.025480714480309,1.994200691142451,0.0009935282151486765,43,0.19360793815622476
324,0.032454446429676986,0.8643986232763529,1.8260265722979696,0.0009834263799077484,51,0.19282923465869914
346,0.027926101207366383,0.8791142158328635,1.831379508652965,0.0010885931281824537,52,0.19276278001148764
338,0.030598399927811507,0.8722753217295516,1.9997632664619067,0.0009654202482997245,52,0.19168380169065571
345,0.019352266507773455,0.9819991131959758,1.710590810529398,0.0010804371261276089,50,0.19120328167730175
323,0.03513619200133013,0.9770345688067827,1.9991741219147157,0.0010101872814187753,46,0.18966881428732904
319,0.03723345954777069,0.8572717909730203,1.8186500319000587,0.001908177456146336,49,0.18951886153151118
355,0.03495582455052658,0.9779536380960818,1.8142846229141498,0.0006009594138682977,45,0.18782180434295948
354,0.019278306848987608,0.9717346336303793,1.870224367178032,0.001150632029792942,50,0.18775875573458656
302,0.04417123060799926,1.0155847344295328,1.8166332753429302,0.001930123842714878,42,0.1872558866197969
380,0.013743967673814361,1.1186034854154647,1.8290933691860016,0.0010928927130631461,45,0.18688049894197573
179,0.07773585672474116,0.9869953436891067,1.5576970600685938,0.0006429597688577068,40,0.1853119823302043
267,0.03957365280415588,1.0262223010936613,1.812184743887308,0.0009876306554227534,42,0.18472038749449582
283,0.037272884576325674,1.0183470477845462,1.9870209812337203,0.0009449137993176172,43,0.18472038749449582
153,0.1574004246645805,1.130379429171806,1.6407227211335271,0.0015326474815912888,41,0.18463908450704225
279,0.039448991965509564,1.0131075099309708,1.6378000203395626,0.000980605118969282,42,0.18453755636203673
284,0.038276642517890716,1.0267017702259722,1.8112509875201723,0.000990760230771592,42,0.18431458699472758
299,0.03829195784698264,1.015507458986148,1.638213691612238,0.0010560918967576851,42,0.184051771416036
