trial,t_low,t_high,radius,dice,hausdorff,score
65,1.1223026113405044,77.22356369777908,1,0.9805801321536566,26.0,0.9545801321536566
736,1.8203625509341648,75.5233113225246,1,0.9771929824561404,26.0,0.9511929824561404
730,1.7642365935619841,75.70696396107685,1,0.9771929824561404,26.0,0.9511929824561404
755,1.8118233700747979,75.23014073895293,1,0.9771929824561404,26.0,0.9511929824561404
761,1.838576923680121,75.99485256905066,1,0.9771929824561404,26.0,0.9511929824561404
763,1.8364650914977534,75.3337873329252,1,0.9771929824561404,26.0,0.9511929824561404
765,1.9428187574774556,75.22124727052895,1,0.9771929824561404,26.0,0.9511929824561404
733,1.826111579730071,75.79737309100787,1,0.9771929824561404,26.0,0.9511929824561404
781,1.8540670717288488,75.23506164314519,1,0.9771929824561404,26.0,0.9511929824561404
749,1.8587186581013406,75.30825440284497,1,0.9771929824561404,26.0,0.9511929824561404
