trial,t_low,t_high,radius,dice,hausdorff,score
691,0.22599085681243114,72.10304349096378,2,0.9703906999576054,26.0,0.9443906999576054
697,0.09860683133622716,72.0796190969376,2,0.9703906999576054,26.0,0.9443906999576054
725,0.34574167712652804,71.15291911706323,2,0.9693084345961401,26.0,0.9433084345961401
731,0.2912761409626645,71.1649045769573,2,0.9693084345961401,26.0,0.9433084345961401
724,0.766388340579625,71.17868378002719,2,0.9693084345961401,26.0,0.9433084345961401
727,0.26929760969527594,70.18704593458448,2,0.9682440289829144,26.0,0.9422440289829144
732,0.09341419896146741,70.45401848001474,2,0.9682440289829144,26.0,0.9422440289829144
720,0.027591543080030423,70.16237586376904,2,0.9682440289829144,26.0,0.9422440289829144
716,0.06351565566779716,70.41943219478046,2,0.9682440289829144,26.0,0.9422440289829144
713,0.8726685707462492,70.53040529042296,2,0.9682440289829144,26.0,0.9422440289829144
