trial,t_low,t_high,radius,top_n,dice,hausdorff,score
320,1.54035099623979,64.46137301592441,3,2,0.8875749034345966,32.12475680841802,0.8554501466261786
361,1.4110646852604147,62.3846010327239,3,2,0.8874273501662091,32.12475680841802,0.8553025933577911
318,1.496297889926857,62.694050893292626,3,2,0.8874273501662091,32.12475680841802,0.8553025933577911
353,1.3972398180285515,62.18685124200247,3,2,0.8874273501662091,32.12475680841802,0.8553025933577911
261,1.4327454469888616,62.412364471827054,3,2,0.8874273501662091,32.12475680841802,0.8553025933577911
302,1.5066772805512576,61.809072594050875,3,2,0.887362586030394,32.12475680841802,0.855237829221976
359,1.4837896232240446,61.67838778855222,3,2,0.887362586030394,32.12475680841802,0.855237829221976
362,1.5084232025138435,61.74587515129196,3,2,0.887362586030394,32.12475680841802,0.855237829221976
315,1.442715365275613,61.67866341961209,3,2,0.887362586030394,32.12475680841802,0.855237829221976
337,1.5539050910701682,61.191429099243535,3,2,0.887362586030394,32.12475680841802,0.855237829221976
