trial,t_low,t_high,radius,dice,hausdorff,score
523,0.9007396552958665,79.69119545266072,1,0.9864612095840385,26.0,0.9604612095840385
514,0.7500498745750428,79.57080036154235,1,0.9864612095840385,26.0,0.9604612095840385
489,0.9671243048742573,79.11599117273146,1,0.9864612095840385,26.0,0.9604612095840385
504,0.8266583203804075,79.79350023601613,1,0.9864612095840385,26.0,0.9604612095840385
509,0.7582519026659933,79.5669145193368,1,0.9864612095840385,26.0,0.9604612095840385
485,0.7419036957655101,79.66734506477064,1,0.9864612095840385,26.0,0.9604612095840385
516,0.892030436562383,79.73316702689705,1,0.9864612095840385,26.0,0.9604612095840385
518,0.9547261688468502,79.44867969653005,1,0.9864612095840385,26.0,0.9604612095840385
765,0.03644557669854581,81.76849213543954,1,0.9839840283939663,26.0,0.9579840283939662
683,0.07517640932856207,77.31539521726695,1,0.9832462136442837,26.0,0.9572462136442836
654,0.27244311062265336,77.03200025323237,1,0.9832462136442837,26.0,0.9572462136442836
664,0.2505673981502704,77.65467723590157,1,0.9832462136442837,26.0,0.9572462136442836
702,0.1278530325761133,77.58987653142336,1,0.9832462136442837,26.0,0.9572462136442836
703,0.027887776215946625,77.23527874097203,1,0.9832462136442837,26.0,0.9572462136442836
706,0.0733694699250329,77.06462906267619,1,0.9832462136442837,26.0,0.9572462136442836
678,0.13957870830981167,77.35719563319368,1,0.9832462136442837,26.0,0.9572462136442836
669,0.14186951168699358,77.48009984024944,1,0.9832462136442837,26.0,0.9572462136442836
670,0.21827318373284532,76.40505953405264,1,0.9816684199923899,26.0,0.9556684199923898
641,0.3999348645492202,76.83486264099012,1,0.9816684199923899,26.0,0.9556684199923898
648,0.2958378431285439,76.82949457284491,1,0.9816684199923899,26.0,0.9556684199923898
643,0.384415088152239,76.5836005515615,1,0.9816684199923899,26.0,0.9556684199923898
697,0.0508064456256232,76.22235959576608,1,0.9816684199923899,26.0,0.9556684199923898
645,0.21599779144216635,76.49330451672955,1,0.9816684199923899,26.0,0.9556684199923898
640,0.32102303727721504,76.25496532234386,1,0.9816684199923899,26.0,0.9556684199923898
639,0.26569605609700153,76.53620297217577,1,0.9816684199923899,26.0,0.9556684199923898
630,0.38902292128341376,76.0922013764339,1,0.9816684199923899,26.0,0.9556684199923898
638,0.2730311214099851,76.35835597729272,1,0.9816684199923899,26.0,0.9556684199923898
637,0.276687584333958,76.57402021592328,1,0.9816684199923899,26.0,0.9556684199923898
647,0.30373529935245747,76.34828550315203,1,0.9816684199923899,26.0,0.9556684199923898
636,0.2872960971620185,76.23735756611687,1,0.9816684199923899,26.0,0.9556684199923898
671,0.2331277751101431,76.74584230410437,1,0.9816684199923899,26.0,0.9556684199923898
658,0.2242121048366289,76.44986372995231,1,0.9816684199923899,26.0,0.9556684199923898
691,0.041499481337858524,76.96039856376751,1,0.9816684199923899,26.0,0.9556684199923898
667,0.12626332646810867,76.2301108097946,1,0.9816684199923899,26.0,0.9556684199923898
629,0.36184220868126693,76.85203900963336,1,0.9816684199923899,26.0,0.9556684199923898
663,0.28024118552251004,76.7563982366251,1,0.9816684199923899,26.0,0.9556684199923898
662,0.24419306239042782,76.89525346987737,1,0.9816684199923899,26.0,0.9556684199923898
635,0.21039889151838967,76.7000249307353,1,0.9816684199923899,26.0,0.9556684199923898
628,0.39546417964114927,76.11798288044098,1,0.9816684199923899,26.0,0.9556684199923898
627,0.41469291887934073,76.23850063360582,1,0.9816684199923899,26.0,0.9556684199923898
626,0.41449590737362807,76.29662338679917,1,0.9816684199923899,26.0,0.9556684199923898
625,0.40715940981549803,76.15452978462756,1,0.9816684199923899,26.0,0.9556684199923898
623,0.2910534682284025,76.83094351983196,1,0.9816684199923899,26.0,0.9556684199923898
622,0.2768768947361474,76.72521082422698,1,0.9816684199923899,26.0,0.9556684199923898
621,0.45452281965603347,76.2550635653276,1,0.9816684199923899,26.0,0.9556684199923898
619,0.3719542053006708,76.21479615492106,1,0.9816684199923899,26.0,0.9556684199923898
618,0.6224060644491929,76.08789793870896,1,0.9816684199923899,26.0,0.9556684199923898
616,0.4575179508878968,76.36458622765966,1,0.9816684199923899,26.0,0.9556684199923898
615,0.22811868622743925,76.0774061967334,1,0.9816684199923899,26.0,0.9556684199923898
613,0.4665371288657069,76.12998678339545,1,0.9816684199923899,26.0,0.9556684199923898
610,0.41600339550436083,76.08184434921722,1,0.9816684199923899,26.0,0.9556684199923898
659,0.36352717100604187,76.73797987180888,1,0.9816684199923899,26.0,0.9556684199923898
604,0.3614471966573977,76.36849028274773,1,0.9816684199923899,26.0,0.9556684199923898
603,0.520735024909233,76.34855738788076,1,0.9816684199923899,26.0,0.9556684199923898
602,0.34815785161533436,76.13063903942043,1,0.9816684199923899,26.0,0.9556684199923898
601,0.36085581671726596,76.6175494227309,1,0.9816684199923899,26.0,0.9556684199923898
665,0.17159991550204134,76.76912275044201,1,0.9816684199923899,26.0,0.9556684199923898
668,0.2801604871668531,76.91496774737317,1,0.9816684199923899,26.0,0.9556684199923898
631,0.3627277668368323,76.8763593772082,1,0.9816684199923899,26.0,0.9556684199923898
660,0.23384641149433827,76.73175820115003,1,0.9816684199923899,26.0,0.9556684199923898
684,0.13679816586751442,76.51966706965482,1,0.9816684199923899,26.0,0.9556684199923898
653,0.24254500951541297,76.4340191484784,1,0.9816684199923899,26.0,0.9556684199923898
